0,식스맨TV축구해설,라인업 - 손흥민 케인 클루셉스키 페리시치 벤탄쿠르 호이비에르 로얄 데이비스 다이어 로메로 요리스 (단주마 히샬리송 포로 벤치),2023-02-06 01:12:29
1,Hyun Kim,안녕하세요,2023-02-06 01:16:47
2,식스맨TV축구해설,안녕하세요~~^^,2023-02-06 01:17:05
3,사빌sable,안녕하세요,2023-02-06 01:18:16
4,DDandME,식스맨님 항상 고맙습니다,2023-02-06 01:18:47
5,황박연,울 식스맨님~~~~~~~~~~~~~~~~~~^^*,2023-02-06 01:18:55
6,황박연,짜~잔~~^^*,2023-02-06 01:19:05
7,황박연,좋아요 꾸욱~~^^*,2023-02-06 01:19:13
8,서유미,방가방가,2023-02-06 01:19:15
9,황박연,울 서유미님~~~~~~~~~~~~~~~~~^^*,2023-02-06 01:19:25
10,김마야📣,또 보내요 ㅎㅎ,2023-02-06 01:19:35
11,서유미,박연님 반갑습니다,2023-02-06 01:19:38
12,봄봄,안녕하세요^^,2023-02-06 01:19:41
13,황박연,우와~~모자를 벗는 울 잘생긴 식스맨님^^*,2023-02-06 01:19:42
14,박종호,요즘은 진지하게 우레이가 날두보다 나은 거 같음 걘 인성이라도 좋지,2023-02-06 01:19:44
15,미남 샬랴,식하 4시간만 또 보는군요,2023-02-06 01:19:46
16,사빌sable,해트트릭 하면 100골!,2023-02-06 01:19:47
17,황인성미라클,안녕하세요,2023-02-06 01:19:48
18,서유미,성원창님 방가방가 어서오세요,2023-02-06 01:19:49
19,황박연,울 김마야님~~~~~~~~~~~~~~~~~^^*,2023-02-06 01:19:50
20,이동우,식스맨님 오늘도 반갑습니다..^^,2023-02-06 01:19:50
21,Yoonmo Eunice Kim,캐나다에서 봅니다 가즈아 쏘니!!,2023-02-06 01:19:52
22,얼굴없음,반갑습니다~~,2023-02-06 01:19:53
23,유정숙,또뵈요~~~~~~^^,2023-02-06 01:19:57
24,김마야📣,:sun_with_face:어서오세요~~,2023-02-06 01:19:57
25,*마크툽,오늘 부디....!,2023-02-06 01:19:59
26,서유미,동우님 어서오세요,2023-02-06 01:20:05
27,황박연,네 울 서유미님 방가워요^^*,2023-02-06 01:20:05
28,김마야📣,황박연님~:heart_suit:,2023-02-06 01:20:08
29,오추매,손흥민 화이팅!!!,2023-02-06 01:20:12
30,봉남봉남,리하이요,2023-02-06 01:20:15
31,황박연,울 유정숙님~~~~~~~~~~~~~~~~~^^*,2023-02-06 01:20:20
32,김마야📣,:sun_with_face:어서오세요~~,2023-02-06 01:20:22
33,서유미,유정숙님 어서오세요,2023-02-06 01:20:27
34,김마야📣,:yt:구독 :thumbs_up:좋아요 클릭클릭:folded_hands:,2023-02-06 01:20:28
35,유정숙,박연님 오랜만이네요~~~~~^^,2023-02-06 01:20:30
36,성은 최,식스맨tv 넘 좋아요 꾸욱!,2023-02-06 01:20:32
37,황박연,울 김마야님은 새삼스럽게^^*,2023-02-06 01:20:34
38,김마야📣,:yt:구독 :thumbs_up:좋아요 클릭클릭:folded_hands:,2023-02-06 01:20:37
39,봄봄,오늘도 쏘니 화이팅하기를~,2023-02-06 01:20:40
40,Lee재니사랑,안녕하세요 반갑습니다,2023-02-06 01:20:46
41,김마야📣,:yt:구독 :thumbs_up:좋아요 클릭클릭:folded_hands:,2023-02-06 01:20:51
42,황인성미라클,손흥민 선수 화이팅,2023-02-06 01:20:53
43,정직,"구독 좋아요 부탁드립니다 :folded_hands: 식스맨님에게 큰 :flexed_biceps: 힘이됩니다,,사랑 :heart_with_ribbon::heart_with_arrow:입니다",2023-02-06 01:20:53
44,서유미,한빛님 어서오세요,2023-02-06 01:20:53
45,kim 지민,황박연님 :blue_heart:마야님 :blue_heart:,2023-02-06 01:20:54
46,사자왕,안녕하세요 ~홧팅,2023-02-06 01:20:55
47,별님Tv,안녕하세요,2023-02-06 01:20:56
48,미남 샬랴,오늘 김민재 이강인 어제는 또 황민찬이 이겼으니깐 손흥민도 깔끔하게 승리갑니다,2023-02-06 01:20:59
49,스페셜엘티(special LT),안녕하세요,2023-02-06 01:21:01
50,황박연,울 유정숙님 오시는지 늘 살핀답니다^^*,2023-02-06 01:21:02
51,김마야📣,지민~:heart_suit:,2023-02-06 01:21:07
52,황박연,울 김지민님~~~~~~~~~~~~~~~~~~~~^^*,2023-02-06 01:21:08
53,봉남봉남,후반에 포로로잡은애 나올려나 ㅋㅋ,2023-02-06 01:21:08
54,Sung Hong,"좀 일찍 중계를 시작 했으면 좋겠네…., 맨날 제일 늦어 !",2023-02-06 01:21:09
55,서유미,사자왕님 어서오세요,2023-02-06 01:21:11
56,Andrew Pak,안녕하세요. 오랫만에 왔습니다.,2023-02-06 01:21:11
57,김마야📣,:yt:구독 :thumbs_up:좋아요 클릭클릭:folded_hands:,2023-02-06 01:21:16
58,*마크툽,승리희망합니다,2023-02-06 01:21:16
59,황박연,울 김지민님 늘 사랑 하는거 아시나 몰라^^*,2023-02-06 01:21:21
60,김마야📣,:yt:구독 :thumbs_up:좋아요 클릭클릭:folded_hands:,2023-02-06 01:21:28
61,eun jung,안녕하세요 안자고 기다렸어욤,2023-02-06 01:21:28
62,서유미,지민님 반갑습니다,2023-02-06 01:21:29
63,제로타겟,ㅋㅋㅋㅋ 지민님,2023-02-06 01:21:29
64,kim 지민,제로타겟님 :blue_heart:,2023-02-06 01:21:33
65,Lee재니사랑,좋아요 :thumbs_up:,2023-02-06 01:21:33
66,은둥이네,안녕하세요. ,2023-02-06 01:21:34
67,아우구스티노,입장이요.,2023-02-06 01:21:37
68,김마야📣,:yt:구독 :thumbs_up:좋아요 클릭클릭:folded_hands:,2023-02-06 01:21:40
69,스페셜엘티(special LT),희찬이 부상 괜찮을지 걱정이네요,2023-02-06 01:21:40
70,황박연,지민님 사진 바꿨다능^^*,2023-02-06 01:21:49
71,김마야📣,:yt:구독 :thumbs_up:좋아요 클릭클릭:folded_hands:,2023-02-06 01:21:52
72,서유미,은정님 어서오세요,2023-02-06 01:21:52
73,병철정,식스맨님 화이팅 하세요,2023-02-06 01:21:55
74,hakmo,출첵 ~ 안녕하세요,2023-02-06 01:22:03
75,kim 지민,이모티콘 잘못 보냈네요..죄송요..제로타겟님:blue_heart:,2023-02-06 01:22:04
76,색소폰과함께(제천),오랜만입니당~~~^^ ㅋㅋㅋㅋㅋ,2023-02-06 01:22:07
77,김마야📣,페리싫지 선발,2023-02-06 01:22:07
78,QQ,토트넘이 지면 브라이튼이랑 순위 변동은 안되나요??,2023-02-06 01:22:12
79,황박연,좋아요 눌러 사람 불러야대~~~^^*,2023-02-06 01:22:13
80,고완희,네네 눈비비고 일어났어요 수고해 주세요~ 쏘니 오늘도 화이팅,2023-02-06 01:22:18
81,오추매,ㅋㅋㅋㅋ페리카나 ㅋㅋ,2023-02-06 01:22:21
82,시티헌터,안녕하세요 ^^,2023-02-06 01:22:22
83,서유미,색소폰님 어서오세요,2023-02-06 01:22:23
84,별님Tv,손흥민 100골 가자!!!!!!!,2023-02-06 01:22:34
85,황박연,징하다징해 페리시치놈은 죽어도 나오네 ㅎㅎㅎ,2023-02-06 01:22:38
86,서유미,시티헌터님 어서오세요,2023-02-06 01:22:40
87,kim 지민,황박연님:blue_heart: 넹..제주도 놀러갔을때예요 ㅋ,2023-02-06 01:22:42
88,김마야📣,색소폰님 어제 만나고 또 오늘 ㅋㅋ,2023-02-06 01:22:42
89,병철정,오늘은 손흥민 골 골 골 반드시 승리합니다^^,2023-02-06 01:22:42
90,버킷행자,식스맨님 조금 쉬셨다가 오셨나요?,2023-02-06 01:22:44
91,형주 최,뙤 뵈어요 안녕하세요 ^^,2023-02-06 01:22:49
92,리체,콘태업나요?,2023-02-06 01:22:56
93,아우구스티노,저는 이제6시30분. 딱좋은시간 혼자 저녁 먹으며 들어요.,2023-02-06 01:22:58
94,색소폰과함께(제천),넹 마야님ㅎㅎㅎ,2023-02-06 01:23:00
95,서유미,황야님 방가방가 어서오세요,2023-02-06 01:23:07
96,kim 지민,색소포니,2023-02-06 01:23:10
97,색소폰과함께(제천),유미님 수고많으십니다ㅎ,2023-02-06 01:23:12
98,kim 지민,색소폰님:blue_heart:,2023-02-06 01:23:17
99,별님Tv,손흥민 100골 가자'!!!!!!!,2023-02-06 01:23:17
100,강민호,님들 이 유튜버분 경기 보여주시는거?,2023-02-06 01:23:21
101,Grace Park,안녕하세요 오늘도 승리로 파이팅 :thumbs_up::thumbs_up::victory_hand::victory_hand::crossed_fingers::crossed_fingers::heart_on_fire::heart_on_fire:,2023-02-06 01:23:24
102,황박연,역시 나폴리는 3골 이상 이긴다가 맞았군^^*,2023-02-06 01:23:31
103,박순성,쏘니 오늘 2골 넣자.,2023-02-06 01:23:32
104,Dean Oh,식스맨님 최근에 안보이셨는데 바쁘셨나봐요. 이제 다시 돌아오셨네요~,2023-02-06 01:23:32
105,*마크툽,쏘니 100골 홧팅!,2023-02-06 01:23:33
106,색소폰과함께(제천),지민님^^,2023-02-06 01:23:34
107,참나,안녕하세요 식스맨님. 오늘도 좋은 입중계 부탁드려요~~,2023-02-06 01:23:36
108,버킷행자,정말 여기 만큼 스패너 분들이 일관되게 유지 하는 모습은 보기 좋아요.,2023-02-06 01:23:36
109,함께사랑,페리시치 깜빵으로...,2023-02-06 01:23:43
110,제로타겟,뭐야...라인업이... 아이고,2023-02-06 01:23:48
111,영영,반가요,2023-02-06 01:23:50
112,서유미,참나님 어서오세요,2023-02-06 01:23:50
113,Mj💫,ㅎㅇ뚜,2023-02-06 01:23:51
114,오추매,라인업이 왜…. 왜,2023-02-06 01:23:52
115,GARANG HWANG,또 왔습니다! 입중계 잘 부탁드립니다!,2023-02-06 01:23:54
116,색소폰과함께(제천),콘테 시즌아웃? ㅋㅋㅋㅋㅋㅋ,2023-02-06 01:24:00
117,서유미,영영님 어서오세요,2023-02-06 01:24:03
118,별님Tv,안녕하세요!!!!!!,2023-02-06 01:24:04
119,김마야📣,:yt:구독 :thumbs_up:좋아요 클릭클릭:folded_hands:,2023-02-06 01:24:04
120,띵띵,또 왔습니다,2023-02-06 01:24:05
121,황박연,나폴리 최대 적수는 크레모네세! ^^*,2023-02-06 01:24:11
122,kim 지민,도허티가 가는게아니고 로얄이 갔어야~~,2023-02-06 01:24:14
123,봉남봉남,토트넘경기로 스트레스받고 나폴리경기로 스트레스 풀엇는데 오늘은 반대상항이군,2023-02-06 01:24:14
124,김마야📣,:yt:구독 :thumbs_up:좋아요 클릭클릭:folded_hands:,2023-02-06 01:24:14
125,원금주,Hi~,2023-02-06 01:24:18
126,띵띵,좋아요들 눌러주세요,2023-02-06 01:24:19
127,서유미,별님 어서오세요,2023-02-06 01:24:19
128,Robert Jung,안녕하세요 입중계는 식스맨이 최고입니다.,2023-02-06 01:24:24
129,김마야📣,띵띵님~~:waving_hand:,2023-02-06 01:24:27
130,병준 황,김미야님....나뽀 ㅠㅠㅠ,2023-02-06 01:24:30
131,리체,좋아요 눌러~~~~,2023-02-06 01:24:31
132,제로타겟,원금주님 하이요,2023-02-06 01:24:32
133,위스키,아스날팬분들이 어디 응원할지 궁금하네요 ㅋ,2023-02-06 01:24:34
134,황박연,울 원금주님~~~~~~~~~~~~~~~~~~~^^*,2023-02-06 01:24:34
135,서유미,띵띵님 어서오세요,2023-02-06 01:24:36
136,황박연,울 금주형 마니 보고싶었쪙~~~~^^*,2023-02-06 01:24:46
137,김마야📣,병준님~~:heart_suit:,2023-02-06 01:24:47
138,병준 황,이불좀 덮어주고 나가시지 ㅡㅡ,2023-02-06 01:24:50
139,박순성,Welcome to VIP실버볼!,2023-02-06 01:24:52
140,Robert Jung,그런데 왜 페리시치 출전인가요,2023-02-06 01:24:53
141,버킷행자,"김마야님 화끈하시고,... 서유미님.. 부드러우시고,, 원래는 바이러스 님... 꾸준하시고..ㅋㅋ",2023-02-06 01:24:54
142,서경원,반갑습니다,2023-02-06 01:24:54
143,서유미,위스키님 어서오세요,2023-02-06 01:24:56
144,마일드워니,안녕하세요,2023-02-06 01:24:58
145,아우구스티노,이틀에 3번 만나요.하하,2023-02-06 01:25:02
146,서유미,순성님 감사합니다,2023-02-06 01:25:05
147,병철정,맨씨티는 손흥민 밥이야 콘테 없어도 승리한다,2023-02-06 01:25:09
148,별님Tv,:person-turqouise-waving::person-turqouise-waving::person-turqouise-waving:,2023-02-06 01:25:11
149,황박연,포토언니 언제옴?ㅎㅎㅎ,2023-02-06 01:25:17
150,스텔라,안녕하세요~,2023-02-06 01:25:20
151,한국대한민국,안녕하세요 오늘도 잘 부탁드립니다,2023-02-06 01:25:26
152,브라더,안녕하세요!!오늘 송흥민선수 3골넣고 100호골 만들길바랍니다!!,2023-02-06 01:25:28
153,서유미,스텔라님 방가방가요,2023-02-06 01:25:32
154,정일권,안녕하세요. ^^,2023-02-06 01:25:32
155,Robert Jung,김민재도 부상인가요?,2023-02-06 01:25:32
156,김마야📣,앗 죄송요~~,2023-02-06 01:25:35
157,병준 황,다들 다시 방가요,2023-02-06 01:25:36
158,서유미,브라더님 어서오세요,2023-02-06 01:25:42
159,kim 지민,리그 1위 2위 득점자들의 경기 :soccer_ball:,2023-02-06 01:25:43
160,서경원,손흥민 화이팅!!!:thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up:,2023-02-06 01:25:47
161,서유미,일권님 어서오세요,2023-02-06 01:25:56
162,I SOOK KIM,항상 잘 듣고 있습니다 고맙습니다 마국 실리콘 밸리에서,2023-02-06 01:26:00
163,carrot,홀란드 무섭네요,2023-02-06 01:26:01
164,서유미,감자님 어서오세요,2023-02-06 01:26:13
165,버킷행자,김마야님.. 근데 제가 나와서 헛짓하면 꼭 져요.. 그래서 숨어서 보곤 하죠.ㅋㅋ,2023-02-06 01:26:14
166,갑진 황,중계 감사드립니다,2023-02-06 01:26:24
167,THE BUNKER,안녕하세요,2023-02-06 01:26:28
168,김마야📣,야님 대놓고 보세요 ㅎㅎㅎ,2023-02-06 01:26:41
169,황박연,흥민아 오늘 두서너댓골 넣어라~ㅎㅎㅎ,2023-02-06 01:26:43
170,황박연,그동안 골 마니 밀렸다 ^^*,2023-02-06 01:26:52
171,카자흐스탄 여행 (Kazakhstan Travel),카자흐스탄 알마티에서 식스맨님 응원합니다.,2023-02-06 01:26:52
172,kim 지민,홀란드도 데브라이너같은 선수가 있으니 그렇게 골 넣은거지~~~,2023-02-06 01:26:57
173,황박연,밀린 숙제 해야지~~~^^*,2023-02-06 01:27:03
174,Namju Hazelton,아스널이 이번에는 토트넘을 응원할지.. 펜실베니아에서 응원해요,2023-02-06 01:27:06
175,상상,오늘도 기대해봅니다 ^^,2023-02-06 01:27:09
176,민주바라기,안녕하세요? 언제나 수고가 많습니다.,2023-02-06 01:27:09
177,김선자,안녕하세요 오늘도 감사드립니다,2023-02-06 01:27:10
178,한동훈,안녕하세요,2023-02-06 01:27:11
179,서유미,카자흐스탄 여행님 어서오세요,2023-02-06 01:27:11
180,*마크툽,쏘니 매섭게 쏘아대!!!!!,2023-02-06 01:27:12
181,*달내얼,안녕하세요~ 손흥민 화이팅^^ 오늘도 즐거운 중계 부탁드려요~,2023-02-06 01:27:13
182,cosmo,오늘은 이겨보장,2023-02-06 01:27:14
183,버킷행자,김마야님..ㅋㅋ,2023-02-06 01:27:14
184,띵띵,체팅창 이 에러가 났었네요 ㅋㅋ,2023-02-06 01:27:15
185,jay park,충성. 흥민아 멀티골 가~~~자,2023-02-06 01:27:18
186,서유미,민주 바라기님 어서오세요,2023-02-06 01:27:26
187,빡친코난,토트넘 승은 모르겄고 손흥민 골은ㅈ가자,2023-02-06 01:27:26
188,은둥이네,언제나 생생한 중계~~ 화이팅 입니다~!!!,2023-02-06 01:27:30
189,Grace Park,오늘도 소니의 활약을 감격의 목소리로 중계를 기대해요 :victory_hand::victory_hand:,2023-02-06 01:27:32
190,황박연,나둥!ㅎㅎㅎ,2023-02-06 01:27:39
191,hellokim,쏘니오늘 선발인가요?,2023-02-06 01:27:41
192,서유미,사바스님 방가방가요,2023-02-06 01:27:42
193,한동훈,안녕하세요 조금 늦었습니다,2023-02-06 01:27:43
194,띵띵,"마야,유미,색소폰님 들 하이요~~~^^",2023-02-06 01:27:45
195,버킷행자,"징크스도 있고,, 홀란드 골 넣는 것도 보기 싫고 ㅋㅋㅋ",2023-02-06 01:27:45
196,한동훈,맨시티 복수 하자,2023-02-06 01:27:51
197,황박연,토트놈 이긴다는 모르겠고 울 흥민이 골만 마니 폭발 하면 됨^^*,2023-02-06 01:27:54
198,kim 지민,나폴리 골키퍼를 토트넘이 넘본다능~~ㅎ,2023-02-06 01:28:00
199,세트,몇번에 나오나요,2023-02-06 01:28:01
200,김마야📣,":sun_with_face:""스포티비 온""에서 유료입니다",2023-02-06 01:28:13
201,서유미,세트님 어서오세요,2023-02-06 01:28:14
202,영영,조아요버퍼가없네요,2023-02-06 01:28:15
203,Terry Kang,손흥민 선수 premier league 100호 골 넣자!,2023-02-06 01:28:16
204,황박연,김지민님이 넘보는거 아니죠?^^*,2023-02-06 01:28:20
205,kim 지민,스포티비온 ...유료입니다:check_mark:,2023-02-06 01:28:23
206,별님Tv,2뎌,2023-02-06 01:28:24
207,pink sky blue,페리시치 나오나요?,2023-02-06 01:28:29
208,띵띵,토트넘이 이길거 같아요 가끔 강팀한테 강하니까 ^^,2023-02-06 01:28:35
209,*마크툽,하!! 불안한데 기대되는마음! 팀이 지더라도 쏘니골 응원합니다,2023-02-06 01:28:36
210,김마야📣,페리싫지 선발,2023-02-06 01:28:38
211,cosmo,3:4:3 이네요.. 오 ~,2023-02-06 01:28:40
212,박순성,나와요.,2023-02-06 01:28:40
213,별님Tv,4대2 예상,2023-02-06 01:28:41
214,서유미,물맨님 강제물 드세요:hydrate:,2023-02-06 01:28:52
215,강민호,.,2023-02-06 01:28:53
216,poll J,안녕하세요~~오늘도 부탁드립니다~~,2023-02-06 01:28:55
217,김마야📣,451 ㅋㅋ,2023-02-06 01:28:55
218,카쌤의종이접기NJ_origami,식스맨님 하이요~ 새벽에 수고하시네요. ^^,2023-02-06 01:29:01
219,kim 지민,황박연님 :blue_heart:ㅋㅋ 그러게요 ㅜㅜ,2023-02-06 01:29:03
220,서유미,폴 제이님 어서오세요,2023-02-06 01:29:10
221,봉남봉남,페리나오면 또역습타이밍 다죽여놓겟내 ㄷㄷㄷㄷ,2023-02-06 01:29:10
222,황박연,징한놈 또나오니 이긴다를 못 마추겠어^^*,2023-02-06 01:29:13
223,Namju Hazelton,아스널이 맨시티로 인해 토트넘을 응원할지 흥미진지!! 꿀성대 식스맨 감사해요,2023-02-06 01:29:15
224,poll J,:washhands::washhands:화이팅,2023-02-06 01:29:16
225,강민호,언제 시작함?,2023-02-06 01:29:17
226,카쌤의종이접기NJ_origami,'좋아요' 꿀성대 귀호감 방송~!!,2023-02-06 01:29:18
227,박순성,져도된다.골만 2골 넣자.,2023-02-06 01:29:21
228,서유미,종이접기님 방가방가 어서오세요,2023-02-06 01:29:21
229,롱찌,반갑습니당,2023-02-06 01:29:26
230,영영,새로운님들많네요,2023-02-06 01:29:27
231,강지선,안녕하세요,2023-02-06 01:29:27
232,No\Name,볼수있는 사이트 없나요?,2023-02-06 01:29:29
233,황박연,울 흥민이 밀린 숙제만 마구마구 하면 됨^^*,2023-02-06 01:29:29
234,김마야📣,1:30,2023-02-06 01:29:30
235,아우구스티노,페리 나와도 손 상승세 2골 확정이예요:hand-pink-waving::hand-pink-waving:,2023-02-06 01:29:32
236,풍월주,해설은... 식스맨 최고 !@@@@@@@@@@@,2023-02-06 01:29:33
237,경부고속도로,오늘도 멋진 목소리로 잘 들을께요,2023-02-06 01:29:34
238,서유미,민호님 어서오세요,2023-02-06 01:29:35
239,cosmo,5분 내에 한골 가즈아~!,2023-02-06 01:29:41
240,롱찌,맨시티옷 왜저래ㅋㅋㅋ,2023-02-06 01:29:41
241,김마야📣,:yt:구독 :thumbs_up:좋아요 클릭클릭:folded_hands:,2023-02-06 01:29:44
242,황인성미라클,토트넘 화이팅,2023-02-06 01:29:48
243,김마야📣,:yt:구독 :thumbs_up:좋아요 클릭클릭:folded_hands:,2023-02-06 01:29:51
244,No\Name,굿라이브 막힘?,2023-02-06 01:29:53
245,서유미,풍월주님 어서오세요,2023-02-06 01:29:53
246,벚꽃 통신,왜캐 가슴이 뛰나. 오늘 흥민이 일 낼 것 가토.,2023-02-06 01:29:56
247,황박연,원정이니까 ,2023-02-06 01:29:57
248,김마야📣,:yt:구독 :thumbs_up:좋아요 클릭클릭:folded_hands:,2023-02-06 01:29:59
249,신승훈,강팀을 상대로 손흥민의 멋진 부활하길 바랍니다~,2023-02-06 01:30:01
